user_id,recs
1482.0,"['5081', '226', '18153', '10110']"
1483.0,[]
1484.0,"['4224', '28907', '9253', '14741', '19815', '20507', '27989', '23321', '30276', '14813']"
1485.0,"['6213', '226', '889', '9919', '356', '4654', '6880', '11887', '10719', '1686']"
1486.0,"['3457', '4752']"
1487.0,"['22535', '6746', '11597', '11887', '18153', '22319', '22199', '4282', '4280', '790']"
1488.0,"['853', '9989', '14227', '3470', '4752', '7054']"
1489.0,"['28121', '19815', '2904', '9041', '22789', '11633', '2001', '10719', '4898', '15809']"
1491.0,[]
1492.0,[]
1493.0,"['4898', '6707']"
1494.0,"['11741', '20507', '5114', '19815', '1575', '18115', '57', '263', '205', '2001']"
1495.0,"['19815', '21995', '2993', '5909', '23673', '11235', '23847', '28677', '7674', '29786']"
1496.0,"['1239']"
1499.0,"['8074', '4224', '2167', '7054', '6347', '4214', '2993', '4437', '936', '6325']"
1500.0,"['7338', '2025']"
1501.0,"['10620', '11741', '9919', '14467', '8516', '121', '31043', '13601', '6573', '4224']"
1503.0,"['199', '8769', '4382', '5680', '9756', '3588', '4654', '6547', '20507', '14813']"
1504.0,"['72', '13331', '13601', '10092', '9724', '18153', '9919', '4181', '23273', '16498']"
1505.0,"['5958', '10790', '2993', '8675', '14813', '3229', '9790', '2167', '14199', '10897']"
1506.0,"['462', '121', '463', '2107', '936', '3457']"
1507.0,"['22319', '6880']"
1508.0,"['11757', '934', '2025', '4059', '11111', '13659', '16498', '15689', '2904', '11499']"
1509.0,"['199', '849', '7311', '2167', '11887', '4382', '43', '14813', '13601']"
1510.0,"['14227', '14289', '14713', '4224']"
1511.0,"['16001', '11887', '1887', '1689', '4181']"
1512.0,"['26243', '22199']"
1513.0,"['18679', '17074', '14813', '1889', '13535', '227', '10162', '1689', '10165', '2001']"
1514.0,"['21939', '199', '10162', '1535', '849', '1519', '31043', '889', '9989', '4081']"
1515.0,"['6707']"
1516.0,"['10620', '20785', '1840', '4214', '8074', '10079', '2993', '30831', '16498', '5958']"
1517.0,"['18679', '1689', '30276', '11617', '6702', '17074', '16498', '199', '4181', '853']"
1518.0,"['19815', '17265', '226', '6880', '22535', '14513', '11741', '16498', '10087', '26243']"
1519.0,[]
1520.0,"['9919', '8525', '849', '2025', '8841', '16498', '2236', '11319', '1840', '13601']"
1522.0,"['6594', '11757', '10521', '8074', '6746', '16498', '2001', '6205', '3588', '5114']"
1523.0,"['9919', '1575']"
1524.0,"['22319', '11013', '14813', '21995', '18897', '23273', '9989', '14967', '23289', '11887']"
1526.0,"['9513', '6880', '8525', '3455', '1535', '9919', '28171', '13601']"
1527.0,"['1564', '1526', '528', '1122']"
1528.0,"['7674', '9513', '16894', '14467', '10620', '1575', '11757', '6880', '23755', '16498']"
1529.0,"['6746', '19815', '355', '7724', '8768', '431', '11759', '8074', '376']"
1531.0,"['9253', '16498', '26243', '24439', '9919', '3588', '10087', '226']"
1532.0,"['14749', '5958', '15583', '4063', '25157', '14813', '2993', '8841', '8769', '19815']"
1534.0,"['15809', '853', '6045', '120', '3457', '4752', '14713', '9989', '14813', '14741']"
1535.0,"['849', '227']"
1536.0,"['527', '30276', '199', '28121', '17265', '23321', '10087', '1535', '2001', '18115']"
1537.0,"['1117', '199']"
1538.0,"['24415', '22535', '16592', '16498', '6880', '19815', '26243', '20583', '853', '20689']"
1539.0,"['6045', '5262', '10620', '9989', '199', '9926', '1222']"
1540.0,"['17895', '18897', '23673', '21995', '22319', '28171', '11319', '1840', '14813', '11771']"
1541.0,"['16742', '19815', '13759', '8516']"
1543.0,"['5114', '1210', '2001', '1', '5258']"
1544.0,[]
1547.0,"['431']"
1548.0,[]
1549.0,"['13535', '8525', '20031', '6347', '18153', '17265', '10110', '11633', '6547', '14345']"
1550.0,"['1535', '226']"
1551.0,"['30276', '10719', '19815', '10620', '30503', '121', '30831', '18679', '6746', '18671']"
1552.0,"['10161', '1482', '5355', '11771', '7724', '2472', '8246', '4437', '6325', '1604']"
1553.0,"['3588', '10087', '22535', '9919', '23755', '20', '29803', '1535', '28121', '30276']"
1554.0,"['1559', '9041', '857', '9919', '270', '121', '1818', '356', '3230', '4901']"
1555.0,[]
1556.0,"['9041', '1840', '121', '11319', '189', '1575', '8074', '355', '11757', '22199']"
1557.0,"['4063', '6166', '5277', '12549', '9790', '1195']"
1558.0,"['16498', '28121', '6547', '14813', '11111', '8769', '14741', '14749', '11757', '11617']"
1559.0,"['9919', '6702', '5114', '12859']"
1560.0,"['22319', '11111', '11757']"
1561.0,"['9253']"
1563.0,"['9181', '7593', '4214', '1195', '3455', '8074']"
1564.0,"['889', '14345', '7054', '1535', '20', '6547', '4181', '20507', '9919', '22319']"
1565.0,"['22319', '5114', '18897', '14813', '27821', '28497', '28701', '22729', '22535', '29803']"
1566.0,"['30276', '26243', '19769', '30296', '7088', '269', '1535', '356', '22297', '31442']"
1567.0,[]
1568.0,[]
1569.0,[]
1570.0,"['10080', '14741', '23623', '6213', '7791', '6956', '15051', '10719', '10378', '8557']"
1571.0,"['3210', '2417', '741', '2148', '719', '746']"
1572.0,"['3731', '3457', '3092', '14227', '3470', '553', '1535', '120', '21105', '2034']"
1573.0,"['12549', '9367', '8074', '5958', '1575']"
1574.0,"['1689', '528', '164']"
1575.0,"['27833', '14467', '28223', '27831', '10087', '6702', '30276', '1535', '23199', '31964']"
1576.0,"['6956', '14349', '22147', '9756', '23289', '10521', '205', '25835', '16498']"
1577.0,"['853', '164', '523']"
1578.0,"['21995', '14227', '6547', '28223', '30276', '12461', '1535', '4898', '11111', '12189']"
1580.0,"['6547']"
1581.0,"['13601', '27899', '13125', '457', '5205', '22319', '790', '10620']"
1582.0,[]
1585.0,"['66', '10719', '18679', '14741', '10711', '8675', '5681', '8795', '9756', '121']"
1586.0,"['1709', '1564', '527', '6178']"
1588.0,"['1535', '1575', '226', '269']"
1589.0,"['4059', '8769', '14741', '6347', '5680', '10793', '11433', '8074', '11757', '2966']"
1590.0,"['6512', '8277', '7593', '356', '226', '1575', '7088', '4063', '8769', '11757']"
1591.0,"['226']"
1592.0,"['5081', '356', '4224', '1575', '355', '4214', '3588', '5112', '7148', '20']"
1593.0,"['936', '2144', '849', '2472', '1726', '1686', '4224', '462']"
1594.0,"['11771', '5114', '10087', '19815', '14719', '849', '2904', '31798', '15689', '8074']"
1595.0,"['985', '986', '893', '459', '2107', '462', '594', '936', '761', '899']"
1596.0,"['13125', '1535', '2251', '9756', '572', '597', '9253', '431', '5630', '5114']"
1597.0,"['13659', '8769', '2129', '1698', '6045', '2251', '10460', '22147', '10800', '12189']"
1598.0,"['18897', '11597', '6956', '6213', '14741', '14813', '12403', '12189', '14811', '15689']"
1600.0,"['11577', '19369', '6547', '8769', '15583', '16049', '17074']"
1601.0,"['2593', '4282', '3782', '2904', '28701', '15417', '5204', '3783', '10793', '13601']"
1602.0,"['15451', '6324', '19163', '17641', '25157', '18897', '3503', '9936', '10620', '5667']"
1603.0,"['93', '88', '87', '90', '2581']"
1604.0,[]
1605.0,"['6682', '3731', '14467', '4722', '3457', '22199', '1691', '19815', '10793', '4081']"
1606.0,"['11977', '17074', '5081', '23847', '4224', '18671', '9756', '11285', '3588', '19815']"
1607.0,"['6045', '14227', '9656', '18671', '10620', '11757', '4181', '2167', '11617', '15225']"
1608.0,"['15451', '5258', '22319', '4898', '11757', '16498', '10793', '1575', '1482', '6702']"
1609.0,"['7054', '2167', '10620', '4898', '5530', '8425', '8074', '11499']"
1610.0,"['21881', '20', '6702', '9919', '22199', '11633', '30276', '15451', '6880', '16498']"
1611.0,"['1535']"
1612.0,"['14345', '11179', '10110', '7054', '355', '9989', '10080', '4181', '13659', '7593']"
1613.0,"['223', '10620', '1535', '813', '9919', '5114', '1']"
1614.0,[]
1616.0,"['889', '339', '3783', '2001', '3588', '1519']"
1617.0,[]
1618.0,[]
1619.0,"['4999', '10396', '14527', '10110', '8074', '9041', '14967', '5958', '7148', '2025']"
1620.0,"['28927', '10110', '11499', '11617', '11757', '2904', '25397', '13601', '11633']"
1621.0,"['121', '6880', '3092', '22319', '11013', '14227', '14289', '6747', '15809', '11843']"
1622.0,"['13759', '1840', '14813', '14967', '12293', '10110', '12549', '12175', '14749', '10719']"
1623.0,"['12189', '7338', '7311', '10080', '205', '5680', '2904', '71', '270', '17265']"
1624.0,"['8769', '1195', '30544', '8074', '11597', '21863', '20853', '11759', '14967', '28497']"
1625.0,"['11757', '10620', '4898', '30276']"
1626.0,"['249', '149', '28223', '4752', '14227', '226', '1195', '5530', '6547', '199']"
1628.0,"['11597', '22297', '21881', '20', '16498', '13601']"
1629.0,"['30544', '7054', '22199', '27899', '20583', '1691', '11759', '26243', '18897', '32282']"
1630.0,"['5940', '23321', '1535', '5277', '11061', '22199', '15451', '11617', '13161', '1604']"
1632.0,"['431', '2025', '4224', '6880', '7054', '10793', '15809', '10620', '6746', '9919']"
1634.0,"['223', '6', '205', '2001']"
1635.0,"['1565', '1526', '2904', '1575', '1122', '442', '7695', '1686', '936']"
1636.0,"['2167', '9989', '4280', '9253', '11111', '4181', '2924', '4224', '6746']"
1637.0,"['20507', '6547', '9181', '18679', '13659', '13759', '28121', '20031', '15583', '16498']"
1638.0,"['15051', '8525', '10790', '8841', '20507', '29786', '22147', '22865', '23289', '20787']"
1639.0,"['468', '43', '270', '2001', '1535', '357', '1689', '9253']"
1640.0,"['31043', '2248', '1535', '2472', '10408', '7472', '8246', '16498', '6325', '2144']"
1641.0,"['813', '223']"
1642.0,"['66', '4224', '4181']"
1643.0,"['4898', '5530']"
1644.0,"['5081', '2167', '4181', '10719', '9253', '23273', '16894', '20', '14345', '8769']"
1645.0,"['13759', '10620', '22319', '12189', '12355', '1689', '10793', '14741', '22789', '27899']"
1647.0,"['898', '121', '6702', '1122', '1313']"
1648.0,"['27899', '11617', '22319', '23321', '25397', '23755', '30276', '5114', '21881', '20785']"
1649.0,"['10087', '226', '19815', '1535', '29803', '10793', '11757', '28121', '22199', '21881']"
1650.0,"['1535', '849', '934', '226']"
1651.0,"['15809', '57', '1535', '205', '245', '8074', '6347', '8841', '10793', '1575']"
1652.0,"['13659', '4181', '14813', '15689', '19815', '5081', '5114', '27899', '30276', '14741']"
1653.0,"['6045', '15809', '1575', '1691', '2034', '15225', '8841', '1689', '7088']"
1654.0,"['5114', '225', '463', '16498', '460', '464', '2472', '25161', '121']"
1655.0,"['16498', '18507', '6746', '7054']"
1656.0,"['5114', '8074']"
1657.0,"['1535', '10620', '4382', '431', '9919', '11433', '4059', '13125', '8074', '11577']"
1658.0,"['10087', '1535', '22297', '11061', '5114', '11741', '22535', '15451']"
1659.0,"['10719', '17641', '18671', '19163', '5081', '9989', '6547', '8675', '18679', '9379']"
1660.0,"['11319', '1195', '2787', '9041', '6547', '4059', '4181', '3712', '2167', '4224']"
1661.0,"['578', '513', '1535', '16498', '523', '2236', '437', '1210', '339', '759']"
1662.0,"['164']"
1663.0,"['3457', '14289', '10321', '4551', '6045', '14713', '14227']"
1664.0,"['1575', '93', '121']"
1665.0,"['20787', '31859', '27899', '5114', '269', '13759', '22535', '10793', '31240', '1535']"
1666.0,"['9513', '11617', '11633', '23289', '1840', '3712', '5081', '20787', '16498', '11061']"
1667.0,"['9919', '5114', '4898', '1575', '1482']"
1668.0,"['14227', '14749', '14813', '18671', '23233', '14741', '21881', '15583', '17895', '19815']"
1669.0,"['23289', '15051', '8516', '6347', '6956', '13659', '8769', '14227', '18897', '9617']"
1670.0,"['121', '1195', '2001', '2904', '1575', '4224', '245', '205', '30', '1']"
1671.0,[]
1672.0,"['4551', '1571', '3712', '431', '5114', '25013', '249', '2167', '2034', '164']"
1673.0,"['1604', '6347', '1575', '2904', '849', '2001', '1482', '4224']"
1674.0,"['7674', '10396', '4654', '10719', '6547', '11887', '14813', '4181', '14967', '2167']"
1675.0,"['779', '4155', '4437', '1604', '6325', '2472']"
1676.0,"['10379', '1689', '4081', '16782', '10162', '7711', '6045', '597', '578', '2890']"
1678.0,"['10110', '10620', '4224', '8074', '22535', '19815', '10719', '10495', '14813', '18897']"
1679.0,"['11771', '1575', '1535']"
1680.0,"['5114', '13601', '1943', '2236', '121', '164', '2251', '523', '1']"
1681.0,[]
1682.0,"['889', '2001', '22535', '23273', '11757', '9253', '226', '1519', '4224', '23847']"
1683.0,"['5205', '4280', '1', '13601', '2025', '10087', '2593']"
1684.0,"['9367', '1818', '9041', '9919', '16524', '8086', '73', '17265', '16498', '467']"
1685.0,"['4898', '11757', '28223', '10620', '9919', '6746', '23283', '14467']"
1686.0,[]
1687.0,"['1117', '1709']"
1688.0,"['6547', '121', '28927', '15315', '31904', '15451', '2025', '19815', '29803', '28623']"
1689.0,"['27787', '6045', '11013', '1575', '12175', '11617', '356', '12293', '15583', '18153']"
1690.0,"['1118', '2961', '1122', '20', '1117']"
1692.0,"['1119', '1118']"
1693.0,"['18671', '17895', '4224', '14741', '14749', '13659', '8769', '6547', '11757', '2167']"
1694.0,"['14289', '14227', '11013']"
1695.0,"['17895', '16067', '3712', '22147', '19815', '21995', '10110', '355', '10719', '21881']"
1697.0,"['3588', '2001', '8525', '4654', '14345', '9253', '23199', '16592', '14829', '11061']"
1699.0,"['6746', '4898']"
1700.0,"['20', '10087', '8074']"
1701.0,"['21405', '11597', '19815', '2966', '6547', '6702', '14467', '18671', '6707', '16009']"
1702.0,"['904', '902', '906', '985', '892', '899', '2472', '986', '20', '897']"
1703.0,"['16035', '7054', '10620', '6746', '22319']"
1704.0,"['6325', '4898', '269', '3588', '6707', '8246', '14713', '20507', '14227', '4835']"
1705.0,"['14813', '1535', '3588', '11887', '16498', '8424', '2001', '8425', '19815', '11111']"
1706.0,"['11111']"
1708.0,"['18897', '7148', '6512', '18277', '15377', '14345', '20507', '2993', '355', '22535']"
1710.0,"['22535', '23755', '10087', '20507', '24439', '27899', '8841', '22199', '28907', '16498']"
1711.0,"['14467', '356', '10087', '8525', '9989', '1195', '10110', '3457', '4224', '9253']"
1712.0,"['19815', '18897', '21881', '18247', '24703', '19163', '18277', '25157', '9936', '10719']"
1713.0,"['31964', '31043', '20853', '24439', '28623', '27631', '20787', '10620', '226', '11757']"
1714.0,[]
1715.0,"['30296', '28927', '15451', '26243', '9919', '31859', '21881', '20', '28701']"
1716.0,"['442', '761', '2248', '2472', '1535', '4437', '460']"
1718.0,"['9919', '1604', '20507', '11771', '16894', '11741', '10793', '22535', '23283', '23755']"
1719.0,"['8937', '7590', '7148', '10155', '8424', '4224', '3712', '1195', '6023', '11499']"
1720.0,"['19369', '1535', '23273', '4224', '18897', '5680', '28825', '11617', '6547', '849']"
1721.0,"['903', '904', '905', '896', '20', '1132', '442', '2904', '552']"
1722.0,"['20', '5114']"
1724.0,[]
1725.0,[]
1727.0,"['15085', '11111', '7054']"
1728.0,"['28623', '17729', '18897', '5081']"
1729.0,"['21995', '4224', '26243', '3457']"
1730.0,"['59', '226', '2001', '237', '1818', '20', '3958', '1840', '1575', '1887']"
1731.0,"['6895', '4722', '22101', '9989', '11771', '6746', '30123', '23273']"
1732.0,"['20507', '14345', '6547', '10067', '1575', '11111', '2904', '11771', '11757', '14741']"
1734.0,"['14813', '6547', '1118', '5081', '11111', '8557', '10521', '523', '6045', '4382']"
1735.0,[]
1736.0,"['8074', '22535', '9513', '23755', '813', '1519', '225', '1575', '5114', '11633']"
1737.0,"['21561', '20541', '14741', '15315', '18153', '20847', '21881', '15583', '19369', '8675']"
1738.0,[]
1739.0,"['6547', '5680', '1887']"
1740.0,"['2889', '121', '813']"
1741.0,"['1535', '30', '32']"
1742.0,"['11111', '9253']"
1743.0,"['1689', '1698', '14741', '9989', '5680', '4477', '13601', '2904', '5081', '11757']"
1745.0,"['10620', '8407', '13161', '8841', '4214', '9041', '5958', '11319']"
1747.0,"['801', '54']"
1748.0,"['1689']"
1749.0,"['28121', '23283', '10620']"
1750.0,"['2167', '11111', '849', '8516', '9989', '1889', '199', '16001', '4654', '10863']"
1751.0,"['12189', '199', '5258', '16498', '19647', '4181', '2001', '889', '4224', '13601']"
1752.0,"['16498', '10620', '6746', '5114']"
1753.0,"['4282', '10408', '861', '6746', '3091', '523', '31043', '5630', '9919', '513']"
1754.0,[]
1755.0,"['461', '2107', '225', '813', '121']"
1756.0,"['8841', '11617', '28121', '20507', '30276', '269', '10793', '3712', '16498', '11319']"
1757.0,"['6547', '225', '1575', '4835', '6880', '223', '1535', '8074', '813', '6746']"
1758.0,"['11771', '11757', '1535', '11111', '14741', '14227', '9989', '9919', '14289', '6702']"
1759.0,"['1505', '2171', '5114', '780', '4447', '779', '1366', '1535', '459', '1363']"
1761.0,"['1575', '223', '269', '6547', '14467', '121', '136', '813', '14513', '19815']"
1762.0,[]
1763.0,"['4224', '2759', '7724', '934', '3588', '16742', '11843', '205', '27821', '227']"
1764.0,"['10719', '6880', '6547', '2001', '7311', '11757']"
1765.0,"['11887', '7674', '23273', '2904', '14813']"
1766.0,['14227']
1767.0,"['27899', '22535', '22319', '22199', '20', '121', '11111']"
1768.0,"['28999', '23847', '27787', '28121', '18677', '23233', '25159', '16498', '6547', '21881']"
1769.0,"['6045', '2904', '16498', '18153', '12445', '11111', '9989', '2476', '1889', '2129']"
1770.0,"['11111', '22199', '19815', '28701', '10793']"
1771.0,"['2167', '4181', '356', '11741', '8086', '3783', '3782', '22199', '3588', '1519']"
1772.0,"['14713', '226', '4224', '4898', '9926', '11123', '6547']"
1773.0,"['2251', '1535']"
1774.0,"['6707', '22145', '22319', '7054', '10620']"
1775.0,"['22319', '18679', '6746']"
1777.0,"['8063', '11123', '7058', '5525', '177', '969', '6702']"
1778.0,"['449', '813', '894']"
1780.0,"['2001', '13601', '16498', '6702', '270', '5114']"
1781.0,"['18507', '7791', '11757', '9756', '2001', '19815', '18897', '16353', '4224', '2476']"
1782.0,"['11061', '9756', '10793', '6547', '10620', '19815', '13601', '16592', '23283', '22535']"
1783.0,"['199', '853', '431', '100', '2034', '3470']"
1784.0,"['1535', '10620', '19815', '14513', '2025', '121', '2904']"
1785.0,[]
1786.0,"['8769', '10110', '4214', '355', '8074', '846', '5667', '10790']"
1788.0,"['356', '30', '18679', '1519', '2001', '199', '3783', '237', '11111', '6547']"
1789.0,"['3588', '6702', '10620']"
1790.0,"['4282', '5205', '43', '4280', '2593', '11741', '889', '13601', '3783', '2904']"
1791.0,[]
1792.0,"['17265', '1575', '6702', '11757', '9367', '9041', '2001', '16498']"
1794.0,"['6707', '16498', '22145', '20507', '19815']"
1795.0,"['578', '13601', '12115', '523', '164', '199', '2001']"
1796.0,"['10620', '6746', '28223', '1535', '20507']"
1797.0,"['1840', '9919', '10020', '11757', '8516', '6347', '5341', '1195', '10110', '4214']"
1798.0,"['903', '72', '1575', '2904', '205', '174', '270', '2025', '121', '225']"
1799.0,"['4224', '16894', '4898', '14713', '14289', '14227', '15809', '6045', '23289']"
1800.0,"['6702', '17265', '14741', '23273', '22729', '23283', '22199', '21881', '10719', '7054']"
1801.0,"['1', '121']"
1803.0,"['9041', '12549', '9367', '8841', '15225', '3455', '7817', '10719', '241', '14967']"
1805.0,"['20785', '7054', '19815', '1691', '1575', '14075', '14813', '9253', '2904', '269']"
1807.0,"['1604', '12293', '5114', '834', '904', '356', '9513', '121', '225', '237']"
1808.0,"['11757', '205', '14813', '23847', '22789', '11597', '1604', '14741', '392', '6746']"
1809.0,"['2904', '154', '11757', '9919', '17265', '9513', '13601', '19815', '11741', '30503']"
1811.0,"['2167', '20507', '30276', '205', '27989', '9253', '11741', '457', '1689', '23283']"
1813.0,"['23289', '5114', '6746', '1604', '853', '7674', '11757', '2034', '4814', '20507']"
1814.0,"['339', '199']"
1815.0,"['5081', '10793', '13125', '1535', '11061', '13601', '7791']"
1817.0,"['30276', '31043', '25183']"
1818.0,"['1575', '1604', '813', '3588', '527', '1535', '121', '30276', '11757']"
1819.0,"['9441', '122', '3470', '3731', '11013', '2923', '4224', '74', '10321', '120']"
1822.0,"['72', '263', '4081', '267', '43', '45', '30', '849', '430', '2418']"
1823.0,"['22729', '19815', '22319', '10087', '11741', '13601', '22535', '6547']"
1824.0,"['16894', '18897', '23289', '11771', '14227', '14289', '30240', '20507', '6880']"
1825.0,"['5277', '4214', '7088', '11757', '15451', '1840', '11319', '3712', '3229', '3455']"
1826.0,"['4224', '2167', '4181', '1535', '20507']"
1828.0,['10620']
1829.0,"['30', '28701', '14467', '22319', '3588', '199', '22199', '5114']"
1830.0,"['2904', '30503', '15809', '11617', '12549', '14967', '22199', '4224', '28497', '10790']"
1831.0,"['11111', '2593', '4282', '356', '5205', '1535']"
1832.0,"['9253', '16498', '2904', '20787', '6880']"
1833.0,"['558', '9513', '1535', '12365', '263', '7592', '237', '14227', '627', '1840']"
1835.0,"['2025', '2001', '2904', '392', '1818', '1535', '3588', '20', '2581', '1575']"
1836.0,"['2167', '6707', '9989', '14227', '20507', '1535', '9756', '23283', '16498', '16894']"
1837.0,"['4722', '4814', '4752', '3470', '3457', '3731', '11013', '4224', '121', '11757']"
1838.0,"['14967', '8407', '5277', '13759', '8841', '7088', '13161', '10794', '15809', '7148']"
1839.0,"['2034', '11013', '3092', '10161', '3457', '4814', '11633', '31478', '6707', '8768']"
1840.0,"['18679', '26243', '6880', '13601', '2025', '22319', '9919']"
1841.0,"['10165', '4224', '5081', '14741', '1887', '849', '10495', '27821', '9617', '18679']"
1842.0,"['11757', '8841', '11597', '18095', '10080', '17895', '23273', '11433', '27899']"
1843.0,"['6347', '14741', '11597', '16498', '22789', '2167', '13759', '12189']"
1844.0,"['2787', '1195', '71', '13659', '14741', '1840', '8841', '73', '12293', '356']"
1845.0,"['164', '431', '1', '30', '572', '199', '2001']"
1846.0,"['8425', '7338', '889', '9253', '777', '2236', '10087', '7724', '6702', '4835']"
1847.0,"['8841', '9253', '11617', '10110', '934', '7059', '226', '6351', '4059', '2476']"
1848.0,"['2904', '1575', '6880']"
1849.0,"['467', '468']"
1850.0,"['1506', '1367', '2171', '462', '936', '20', '4155', '2144', '459']"
1851.0,"['15451', '5958', '8525', '15583', '8407', '11617', '13759', '2993']"
1852.0,"['2167', '11741', '9756', '513', '31043', '30', '23273', '19815', '164', '2236']"
1853.0,"['30276', '31964', '28999', '19815', '31043', '6702', '15583', '18897', '16498', '22535']"
1854.0,"['19815', '2025', '22199', '22729', '6772', '2904', '23755', '2001']"
1855.0,"['10719', '2251', '11843', '13599', '9617', '1535', '2904', '20541', '2759', '8769']"
1856.0,"['72', '587', '135', '71', '355', '5081', '6746', '5114']"
1857.0,"['20507', '17265', '1535', '22199']"
1858.0,"['205', '813', '6', '1519', '2904', '467', '4835', '227', '223', '267']"
1859.0,"['1119', '1575', '5114', '2001', '3588', '528']"
1860.0,[]
1861.0,"['2476', '849', '8407', '6547', '11179', '2993', '3503', '5680', '3467', '6023']"
1862.0,"['8769', '10080', '14813', '14199', '11757', '2167', '17895', '10110', '8630', '2476']"
1865.0,"['1535', '227', '2001', '16498', '6547', '9919', '8074', '9756', '6573', '2904']"
1866.0,"['8525', '8074', '2904', '14345', '10080', '10110', '14741', '11617', '5630', '6347']"
1867.0,"['27899', '13601', '14813', '28121', '23273', '31043', '23847', '22729', '28701', '22535']"
1868.0,[]
1870.0,"['12355', '11771', '2167', '4181', '8841', '14967', '4898', '853', '11111', '4224']"
1871.0,"['29787', '18153', '13469', '1887', '15225', '10020', '15809', '20541', '5680', '4224']"
1872.0,[]
1873.0,"['11633', '28121', '13161', '19221', '15583', '15809', '6324', '9919', '6880', '10418']"
1874.0,"['3470', '5262', '120', '6045', '7054']"
1875.0,"['18679', '10620', '23755', '6746', '223', '4155', '11617', '8074']"
1876.0,"['9989', '9289', '31043', '11433', '9253', '4224', '101', '1530', '4181', '5680']"
1877.0,"['984', '5114', '269', '1482', '10087', '900', '2001', '813']"
1878.0,"['15451', '5277', '8074', '11617', '6702', '11757']"
1879.0,"['199', '433', '572', '1575', '164', '13601', '1535', '2904', '5630', '9989']"
1880.0,"['1535', '6956', '849', '31859', '4224', '28497', '31637', '28907', '22199', '28171']"
1882.0,"['1535', '11111', '22319', '14227', '7054', '9919', '14513', '14467', '4898', '4181']"
1884.0,"['2025', '392', '223', '813', '14513', '154', '5114', '1686']"
1885.0,"['2001', '226', '6547', '1840', '3228', '1887', '4654', '1195', '8557', '9756']"
1886.0,['226']
1887.0,"['11741', '2251', '2904', '9253', '23283', '16498', '1575', '5630', '11111', '33']"
1888.0,"['28121', '10110', '13161', '9041', '11617', '356', '22297', '24439', '889', '5114']"
1889.0,"['5205', '2236', '11757', '1535', '1210', '11771', '9756', '6945', '6746', '6347']"
1890.0,"['16001', '7311', '164', '32', '2167', '9989', '5081', '2251']"
1891.0,"['897', '6547', '20', '894', '986', '813']"
1892.0,"['18153', '22199', '2167']"
1895.0,"['28121', '269', '6347', '12549', '1195', '18897', '22319', '12293', '6702', '15315']"
1896.0,[]
1897.0,"['13659', '5680', '8769', '14741', '14813', '9289', '16742', '14749']"
1899.0,"['5081', '10087', '8841', '1482', '9253', '4224', '223', '4654', '1535', '10620']"
1900.0,['3588']
1902.0,"['3457', '6746', '7054', '6547', '9919', '4814', '4898', '10793', '6880', '10620']"
1903.0,"['60', '174', '133', '3712', '245', '132', '2001', '849', '469', '1536']"
1904.0,"['12549', '25157', '15451', '30276', '28121', '23755', '19815', '22319', '26243', '20507']"
1906.0,"['20787', '27899', '16498', '22199', '20507', '11111', '5081', '2904', '4224', '2025']"
1907.0,"['18507', '11843', '1535', '5114', '6547', '1689', '5680', '2236', '853']"
1908.0,['2904']
1909.0,"['22199', '20031', '25157', '23321', '10793', '15315', '26243', '11757', '25159', '14227']"
1910.0,"['1691', '1575', '223', '93', '6547', '3927', '1818', '356', '1535']"
1911.0,[]
1912.0,"['6547', '11843', '9989', '7311', '10165', '4224', '4654', '6956', '5081', '12679']"
1913.0,"['16417', '12189', '22147', '11433', '11887', '23273', '18153', '31953', '30831', '5114']"
1914.0,"['5958', '72', '4898', '9074', '2167', '10162', '5114', '356', '6573', '4224']"
1915.0,"['6045', '9656', '6862']"
1916.0,['6702']
1918.0,"['10620', '9253', '1535', '813', '1686', '356', '481']"
1919.0,"['4814', '1535', '853', '226', '10161', '4224', '7724', '21105']"
1921.0,[]
1922.0,"['22199', '1575', '121', '4214', '1840', '12293', '356', '1195', '14467', '4654']"
1923.0,"['72', '12445', '7311', '205', '6573', '12189', '30', '467', '9253', '7054']"
1924.0,"['1535', '20583', '11061', '1363', '813', '6746', '14513', '20']"
1926.0,"['4181', '10863', '12189', '11757', '6547', '4224', '5205', '10379', '2167', '8425']"
1927.0,"['19815', '1575', '2904', '9253', '11757', '22319', '11061', '8074', '10793', '1535']"
1928.0,"['513', '4477', '202', '861', '849']"
1929.0,"['10080', '25397', '8074', '19815', '10793', '15583']"
1931.0,"['23289', '14289', '30123', '20507', '14713', '4224', '6702']"
1932.0,"['120', '3731', '6045', '9656', '3470', '853']"
1933.0,"['1535', '10863', '11597', '11757', '889', '13601', '2904', '3783', '4282', '1575']"
1934.0,"['15583', '11617', '10719', '7593']"
1935.0,"['1506', '1535', '2904']"
1936.0,"['5152', '906', '905', '813', '5114', '894', '895']"
1937.0,"['14513', '4280', '3782', '19815', '11771', '9919', '28891', '27991', '392', '23281']"
1938.0,"['174', '270', '889', '264', '20583', '5040', '1818', '170', '8074', '5114']"
1939.0,"['6895', '4722', '10800', '11013', '14289', '3470', '4752', '4181', '853', '3457']"
1942.0,"['1818', '889', '6746', '1575', '19', '1519', '2025', '90', '13601']"
1943.0,"['11757', '11771', '22319', '27899', '20', '2904', '31043', '30276', '20507']"
1946.0,"['3455', '813', '2993', '5958', '3588', '3712', '10790', '6347', '6324', '5277']"
